77.32,78.28
78.28,79.57
79.57,80.1
80.1,81.3
81.3,81.25
81.25,79.36
79.36,79.47
79.47,77.24
77.24,77.75
77.75,77.95
77.95,80.28
80.28,79.12
79.12,78.3
78.3,82.18
82.18,82.23
82.23,82.24
82.24,81.43
81.43,79.75
79.75,79.83
79.83,77.93
77.93,78.62
78.62,77.35
77.35,78.12
78.12,77.69
77.69,76.03
76.03,75.52
75.52,75.23
75.23,74.6
74.6,75.7
75.7,76.0
76.0,74.5
74.5,75.12
75.12,75.14
75.14,74.59
74.59,73.91
73.91,73.36
73.36,73.09
73.09,72.53
72.53,73.4
73.4,72.87
72.87,71.9
71.9,72.35
72.35,73.9
73.9,73.51
73.51,72.7
72.7,72.0
72.0,72.33
72.33,72.28
72.28,72.34
72.34,72.72
72.72,71.43
71.43,71.7
71.7,70.97
70.97,69.99
69.99,70.08
70.08,70.46
70.46,70.52
70.52,69.62
69.62,69.39
69.39,68.86
68.86,67.56
67.56,67.44
67.44,66.52
66.52,65.8
65.8,66.07
66.07,65.59
65.59,65.98
65.98,66.11
66.11,65.31
65.31,65.4
65.4,65.07
65.07,65.12
65.12,65.01
65.01,64.68
64.68,66.13
66.13,66.29
66.29,66.26
66.26,66.57
66.57,65.46
65.46,66.77
66.77,66.48
66.48,66.52
66.52,66.69
66.69,65.89
65.89,65.93
65.93,65.79
65.79,65.77
65.77,65.41
65.41,65.65
65.65,66.9
66.9,67.47
67.47,67.47
67.47,67.58
67.58,67.01
67.01,66.62
66.62,65.75
65.75,65.82
65.82,66.03
66.03,66.02
66.02,65.44
65.44,65.61
65.61,65.38
65.38,64.96
64.96,64.42
64.42,64.74
64.74,65.02
65.02,64.27
64.27,64.26
64.26,63.67
63.67,63.62
63.62,64.43
64.43,64.78
64.78,64.56
64.56,64.71
64.71,65.48
65.48,64.95
64.95,64.85
64.85,64.6
64.6,64.53
64.53,64.1
64.1,64.7
64.7,64.22
64.22,65.26
65.26,66.41
66.41,66.37
66.37,66.54
66.54,66.44
66.44,65.54
65.54,64.72
64.72,65.07
65.07,64.94
64.94,64.75
64.75,65.54
65.54,65.2
65.2,65.67
65.67,65.52
65.52,65.06
65.06,65.6
65.6,66.54
66.54,66.28
66.28,66.45
66.45,66.0
66.0,67.45
67.45,67.88
67.88,68.25
68.25,68.19
68.19,67.49
67.49,66.66
66.66,66.69
66.69,67.09
67.09,67.56
67.56,66.87
66.87,67.89
67.89,67.73
67.73,68.26
68.26,68.7
68.7,67.53
67.53,68.38
68.38,68.0
68.0,68.4
68.4,67.84
67.84,66.99
66.99,67.08
67.08,67.16
67.16,66.53
66.53,66.86
66.86,66.81
66.81,65.83
65.83,65.85
65.85,65.74
65.74,65.65
65.65,66.05
66.05,65.7
65.7,65.84
65.84,65.15
65.15,65.76
65.76,65.82
